precdesc,age,aacong,conparty,conperct,conterms,aasenate,senparty,senterms,senperct,aavoter,gen2004,aa2004v,VAP3,BVAP3,bvperct,votperc,NBVAP,nbvote,nbvtpct,Nprecincts100
TWNS,3,1,1,64,1,0,1,6,53.9,410,626,323,831,427,.75644028,.75330925,398,303,.76130652,.16
ABBOTTS CR,3,1,1,67,6,0,0,2,99,119,2432,89,3274,171,.52046782,.74282223,2980,2343,.78624159,.41999999
G57,3,1,1,67,6,0,1,3,56.2,810,1116,683,2058,1046,.6529637,.54227406,974,433,.44455853,1.59
WILSON I,3,1,1,64,1,0,1,2,60.1,548,963,473,2373,1045,.45263159,.40581542,1291,490,.37955073,.25
H17,3,1,1,67,6,0,1,1,64,295,741,249,2085,489,.50920248,.35539567,1536,492,.3203125,1.59
LEWIS,3,1,1,64,1,0,1,1,66.7,271,628,233,1350,511,.45596868,.4651852,848,395,.46580189,.20999999
PACTOLUS,3,1,1,64,1,0,1,1,66.7,636,1657,526,3968,1477,.35612729,.41759074,2376,1131,.47601011,.38
POLLOCKSVI,3,1,1,64,1,0,1,1,51.8,483,1195,403,2037,718,.56128132,.58664703,1318,792,.60091048,.07
SHINE,3,1,1,64,1,0,0,1,50.9,245,812,201,1787,559,.35957065,.45439285,1157,611,.52808988,.1
305,3,1,1,67,6,0,1,3,99,904,812,786,1274,1175,.66893619,.63736266,94,26,.27659574,1.01
PCT 27,3,1,1,67,6,0,0,1,54.6,1329,1153,997,4213,2836,.35155147,.27367672,1250,156,.1248,1.9
1-B ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,226,905,176,1629,485,.36288661,.55555558,1084,729,.67250925,.13
3-B ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,806,606,568,1441,1307,.43458301,.42054129,127,38,.2992126,.13
302,3,1,1,67,6,0,1,3,99,750,656,610,1662,1298,.46995378,.39470518,349,46,.13180515,1.01
504,3,1,1,67,6,0,1,3,99,542,703,466,2164,1125,.41422221,.32486138,994,237,.23843059,1.01
19 - CARVE,3,1,1,64,1,0,0,1,50.9,960,907,819,2733,1869,.43820226,.33186975,858,88,.1025641,.30000001
BATTLEBORO,3,1,1,64,1,0,1,1,66.7,814,931,668,2827,1960,.34081632,.32932436,877,263,.29988599,.20999999
402,3,1,1,67,6,0,1,3,99,916,769,755,1647,1550,.48709679,.46690953,93,14,.15053764,1.01
17 - WAYNE,3,1,1,64,1,0,0,1,50.9,628,551,492,2353,1614,.30483273,.23416914,734,59,.080381468,.30000001
EAST OXFOR,3,1,1,64,1,0,1,6,53.9,675,1221,554,2474,1267,.43725336,.49353275,1113,667,.59928125,.14
2-B ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,344,600,261,1574,716,.36452514,.38119441,813,339,.41697416,.13
CHOCOWINIT,3,1,1,64,1,0,1,10,66.59999999999999,413,1793,321,4002,894,.35906041,.448026,3054,1472,.48199084,.20999999
601,3,1,1,67,6,0,1,3,99,204,842,179,2485,535,.33457944,.338833,1865,663,.35549599,1.01
306,3,1,1,67,6,0,1,3,99,539,719,467,2423,1087,.42962283,.29673958,1277,252,.19733751,1.01
26 - DUDLE,3,1,1,64,1,0,0,1,50.9,608,1157,515,2845,1220,.42213115,.40667838,1613,642,.39801612,.30000001
SHARPSBURG,3,1,1,64,1,0,1,1,66.7,62,512,56,1015,71,.78873241,.50443351,954,456,.47798741,.20999999
CROSS ROAD,3,1,1,64,1,0,1,1,66.7,218,555,172,1112,312,.55128205,.49910071,790,383,.48481011,.13
1-A ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,330,661,223,1752,773,.28848642,.3772831,927,438,.47249192,.13
CAROLINA,3,1,1,64,1,0,1,1,66.7,242,744,199,1474,458,.4344978,.504749,969,545,.56243551,.38
043,3,1,1,67,6,0,1,3,99,360,1400,298,3799,900,.3311111,.36851802,2772,1102,.39754689,1.01
KINSTON -1,3,1,1,64,1,0,1,6,54.5,613,448,444,1297,1224,.36274511,.34541249,74,4,.054054055,.22
WH1,3,1,1,64,1,0,1,6,53.9,398,1782,330,2873,429,.76923078,.62025756,2409,1452,.60273975,.16
WEST WARRE,3,1,1,64,1,0,1,6,53.9,768,954,653,2080,1361,.47979426,.45865384,721,301,.41747573,.14
PCT 126,3,1,1,67,6,0,0,1,54.6,847,1241,745,2004,933,.79849946,.6192615,972,496,.51028806,1.9
SANDHILL,3,1,1,64,1,0,1,6,54.5,72,439,54,835,123,.43902439,.52574849,725,385,.53103447,.22
081,3,1,1,67,6,0,1,3,99,557,1640,500,3610,783,.63856959,.45429364,2704,1140,.42159763,1.01
H2,3,1,1,67,6,0,1,1,64,122,862,98,2002,338,.28994083,.43056944,1602,764,.47690386,1.59
RHEMS,3,1,1,64,1,0,1,2,51.7,254,563,205,680,268,.76492536,.82794118,412,358,.86893207,.27000001
405,1,1,1,67,6,0,1,3,99,1558,1207,1163,2898,2462,.47238019,.41649413,417,44,.10551558,1.01
203,3,1,1,67,6,0,1,3,99,807,676,656,1776,1706,.38452521,.38063064,67,20,.29850745,1.01
401,3,1,1,67,6,0,1,3,99,843,821,699,3162,1852,.37742981,.25964579,1253,122,.097366318,1.01
201,3,1,1,67,6,0,1,3,99,1217,1605,1010,5213,2746,.36780772,.30788413,2360,595,.25211865,1.01
033,3,1,1,67,6,0,0,7,88.2,414,1241,377,2811,664,.56777108,.44147989,2053,864,.42084754,1.01
TOISNOT,3,1,1,64,1,0,1,2,60.1,973,2076,756,4129,1626,.46494466,.50278521,2432,1320,.54276317,.25
505,3,1,1,67,6,0,1,3,99,760,988,643,2901,1443,.44559944,.34057221,1395,345,.24731183,1.01
CENTRAL #0,3,1,1,67,6,0,0,2,99,23,747,18,1144,40,.44999999,.65297204,1061,729,.68708766,.41999999
WILSON H,3,1,1,64,1,0,1,2,60.1,615,538,517,1701,1285,.40233463,.31628454,404,21,.051980197,.25
WARD # 3 #,3,1,1,67,6,0,0,2,99,166,1047,137,2842,330,.41515151,.36840254,2412,910,.37728027,.41999999
27 - BROGD,3,1,1,64,1,0,0,1,50.9,676,894,580,2358,1399,.41458184,.37913486,952,314,.32983193,.30000001
JAMESVILLE,3,1,1,64,1,0,1,1,66.7,389,1092,293,1980,573,.51134378,.55151516,1389,799,.575234,.13
H12,3,1,1,67,6,0,1,1,64,302,721,243,2134,606,.4009901,.33786318,1471,478,.32494903,1.59
SMITH CREE,3,1,1,64,1,0,1,6,53.9,241,392,202,766,437,.46224257,.51174933,330,190,.57575756,.14
BULL HEAD,3,1,1,64,1,0,0,1,50.9,208,470,179,1147,472,.37923729,.40976462,636,291,.45754716,.1
NEWLAND,3,1,1,64,1,0,1,10,66.59999999999999,480,851,394,1785,788,.5,.4767507,945,457,.48359787,.13
LEGGETT,3,1,1,64,1,0,1,1,66.7,177,342,144,919,369,.39024389,.37214363,556,198,.3561151,.20999999
22 - GREEN,3,1,1,64,1,0,0,1,50.9,719,1832,551,2515,725,.75999999,.72842944,1776,1281,.72128379,.30000001
WATK,3,1,1,64,1,0,1,6,53.9,17,329,12,501,38,.31578946,.6566866,457,317,.69365424,.16
SARATOGA,3,1,1,64,1,0,1,2,60.1,311,662,257,1389,566,.45406359,.47660187,800,405,.50625002,.25
OLD SPARTA,3,1,1,64,1,0,1,1,66.7,234,706,210,1543,501,.41916168,.45755023,1054,496,.47058824,.20999999
207,3,1,1,67,6,0,1,3,99,588,1098,512,3671,1222,.41898528,.29910105,2342,586,.2502135,1.01
G75,3,1,1,67,6,0,1,1,64,1023,911,841,1423,1208,.69619203,.64019674,207,70,.33816424,1.59
29 - WAYNE,3,1,1,64,1,0,0,1,50.9,486,1049,415,2337,888,.46734235,.44886607,1438,634,.44089013,.30000001
PROVIDENCE,3,1,1,64,1,0,1,10,66.59999999999999,430,2454,347,5370,1236,.28074434,.45698324,3918,2107,.53777438,.13
404,3,1,1,67,6,0,1,3,99,881,822,716,2714,2166,.33056325,.302874,524,106,.20229007,1.01
PLYMOUTH 3,3,1,1,64,1,0,1,10,66.59999999999999,607,1424,466,2566,886,.52595937,.55494934,1727,958,.55471915,.059999999
FISHING CR,3,1,1,64,1,0,1,6,53.9,285,557,234,1231,501,.46706587,.45247766,732,323,.44125682,.14
FORT TOTTE,3,1,1,64,1,0,1,2,51.7,1026,1308,788,2679,1742,.45235363,.48824188,938,520,.554371,.27000001
604,3,1,1,67,6,0,1,3,99,260,670,221,2702,775,.28516129,.24796447,1843,449,.24362452,1.01
SCUPPERNON,3,1,1,64,1,0,1,10,66.59999999999999,224,707,180,1405,388,.46391752,.50320286,1045,527,.5043062,.059999999
SALEM,3,1,1,64,1,0,1,10,66.59999999999999,79,613,69,1148,142,.48591548,.53397214,953,544,.57082897,.13
DOVER,3,1,1,64,1,0,1,2,51.7,209,375,166,641,290,.5724138,.5850234,351,209,.59544158,.27000001
SKINNERSVI,3,1,1,64,1,0,1,10,66.59999999999999,261,520,213,982,372,.57258064,.52953154,628,307,.48885351,.059999999
WHITE OAK,3,1,1,64,1,0,1,1,51.8,420,733,340,1503,667,.50974512,.48769128,836,393,.47009569,.07
SPEED,3,1,1,64,1,0,1,1,66.7,118,239,101,587,270,.37407407,.40715504,320,138,.43125001,.20999999
WILLIAMS,3,1,1,64,1,0,1,1,66.7,169,531,135,901,246,.5487805,.58934516,647,396,.61205566,.13
KINSTON-5,3,1,1,64,1,0,1,6,54.5,465,863,390,1681,701,.55634809,.51338488,998,473,.47394788,.22
ARBA,3,1,1,64,1,0,0,1,50.9,225,523,192,1091,471,.40764332,.47937673,584,331,.56678081,.1
REEDY CREE,3,1,1,67,6,0,0,2,99,18,1765,14,3608,30,.46666667,.4891907,3436,1751,.50960422,.41999999
10 - GOLDS,3,1,1,64,1,0,0,1,50.9,751,935,598,2175,1519,.39368007,.42988506,651,337,.51766515,.30000001
4-B ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,719,867,546,2182,1494,.36546186,.39734188,652,321,.4923313,.13
042,3,1,1,67,6,0,1,3,99,253,1232,219,2210,305,.71803278,.55746609,1822,1013,.55598241,1.01
CREDLE,3,1,1,64,1,0,1,6,53.9,523,1071,423,2249,916,.46179038,.47621164,1229,648,.52725792,.14
H6,3,1,1,67,6,0,1,1,64,360,1398,305,2031,374,.81550801,.68833089,1595,1093,.68526644,1.59
WILSON E,3,1,1,64,1,0,1,2,60.1,482,807,420,1935,866,.48498845,.41705427,1039,387,.37247354,.25
GRIMESLAND,3,1,1,64,1,0,1,1,66.7,268,614,207,1479,505,.40990099,.41514537,929,407,.43810549,.38
BETHEL,3,1,1,64,1,0,1,1,66.7,616,987,466,2188,1224,.38071895,.45109689,919,521,.56692058,.38
WMSB,3,1,1,64,1,0,1,6,53.9,856,1279,712,2094,1121,.63514721,.61079276,959,567,.59124088,.16
HAMILTON,3,1,1,64,1,0,1,1,66.7,345,541,286,1066,582,.49140894,.5075047,478,255,.53347278,.13
TARBORO 1,3,1,1,64,1,0,1,1,66.7,1559,1323,1144,1708,1402,.81597716,.77459013,310,179,.57741934,.20999999
KINSTON-6,3,1,1,64,1,0,1,6,54.5,1161,1107,921,2352,1958,.47037792,.47066328,401,186,.4638404,.22
WILSON F,3,1,1,64,1,0,1,2,60.1,702,670,551,2650,1434,.38423988,.25283018,1182,119,.10067682,.25
PLYMOUTH 2,3,1,1,64,1,0,1,10,66.59999999999999,486,574,349,1287,764,.45680627,.44599846,538,225,.4182156,.059999999
NORLINA,3,1,1,64,1,0,1,6,53.9,145,352,117,835,313,.37380192,.42155689,523,235,.44933078,.14
PCT 105,2,1,1,67,6,0,0,1,54.6,722,1529,601,3626,725,.82896554,.42167678,2633,928,.35244969,1.9
G61,3,1,1,67,6,0,1,3,56.2,735,1095,591,2666,1137,.51978892,.41072768,1472,504,.34239131,1.59
WEST HAVEL,3,1,1,64,1,0,1,2,51.7,271,2074,209,11440,1718,.12165309,.18129371,9729,1865,.19169493,.27000001
EH1,3,1,1,64,1,0,1,6,53.9,1151,1076,945,2778,2092,.45172083,.38732901,677,131,.19350074,.16
SHOCCO,3,1,1,64,1,0,1,6,53.9,360,451,308,906,586,.52559727,.49779248,321,143,.44548288,.14
SPENCER,3,1,1,67,6,0,0,1,60.2,380,1267,298,2793,612,.48692811,.45363408,2122,969,.45664468,.44
13 - KINGD,3,1,1,64,1,0,0,1,50.9,669,1095,595,2287,1048,.56774807,.47879317,1229,500,.40683481,.30000001
RIVER,3,1,1,64,1,0,1,6,53.9,151,493,121,1023,310,.39032257,.48191592,714,372,.52100843,.14
FORK,3,1,1,64,1,0,1,6,53.9,160,199,137,385,264,.51893938,.51688313,121,62,.51239669,.14
LEES MILL,3,1,1,64,1,0,1,10,66.59999999999999,848,1199,656,2223,1262,.51980984,.53936124,988,543,.54959512,.059999999
18 - WAGES,3,1,1,64,1,0,0,1,50.9,591,660,473,2179,1526,.30996069,.30289122,648,187,.28858024,.30000001
MOSELEY HA,3,1,1,64,1,0,1,6,54.5,1188,2212,952,4132,1820,.52307695,.53533399,2354,1260,.53525913,.22
CLARKS,3,1,1,64,1,0,1,2,51.7,239,566,193,853,259,.74517375,.66354042,595,373,.62689078,.27000001
507,3,1,1,67,6,0,1,3,99,702,1794,607,3140,887,.68432921,.57133758,2155,1187,.55081207,1.01
BELVOIR,3,1,1,64,1,0,1,1,66.7,1168,1856,974,5095,2525,.38574257,.3642787,2451,882,.35985312,.38
07 - NEW H,3,1,1,64,1,0,0,1,50.9,502,2183,447,3574,703,.63584638,.61080021,2849,1736,.60933661,.30000001
FOUNTAIN,3,1,1,64,1,0,1,1,66.7,167,453,129,1104,390,.33076924,.41032609,681,324,.47577092,.38
SOUTH WARD,3,1,1,67,6,0,0,1,60.2,563,1329,456,3305,1112,.41007194,.402118,2133,873,.40928271,.44
WILSON A,3,1,1,64,1,0,1,2,60.1,397,523,340,2075,1090,.3119266,.25204819,957,183,.19122256,.25
VANCE,3,1,1,64,1,0,1,6,54.5,580,1297,483,2694,1141,.42331287,.48144025,1582,814,.51453859,.22
FORT BARNW,3,1,1,64,1,0,1,2,51.7,193,568,151,1114,378,.3994709,.50987434,737,417,.56580734,.27000001
PCT 26,3,1,1,67,6,0,0,1,54.6,1587,1874,1340,3531,2188,.61243147,.53072786,1219,534,.43806398,1.9
PCT 107,3,1,1,67,6,0,0,1,54.6,957,1770,810,7701,2168,.37361625,.22984028,5021,960,.19119698,1.9
SNOW HILL,3,1,1,64,1,0,0,1,50.9,536,1029,396,1957,753,.52589643,.52580482,1135,633,.55770928,.1
AYDEN B,3,1,1,64,1,0,1,1,66.7,733,1256,613,2763,1439,.42599028,.45457837,1263,643,.50910532,.38
EAST ENOCH,3,1,1,67,6,0,0,1,60.2,17,1179,16,2315,37,.43243244,.50928724,2216,1163,.52481949,.44
PCT 82,3,1,1,67,6,0,0,1,54.6,1607,1432,1283,6673,3429,.37416157,.21459614,2944,149,.050611414,1.9
101,3,1,1,67,6,0,1,3,99,330,1404,292,2426,525,.55619049,.5787304,1818,1112,.6116612,1.01
904,3,1,1,67,6,0,1,3,99,625,1079,549,2796,1237,.44381568,.38590845,1491,530,.35546613,1.01
PINETOPS,3,1,1,64,1,0,1,1,66.7,702,1273,526,2165,926,.56803453,.58799076,1253,747,.59616917,.20999999
HOOKERTON,3,1,1,64,1,0,0,1,50.9,131,408,106,952,353,.30028328,.42857143,564,302,.53546101,.1
082,3,1,1,67,6,0,1,3,99,947,2275,857,3579,1048,.81774807,.63565242,2421,1418,.58570838,1.01
ELLIS,3,1,1,67,6,0,0,1,60.2,292,762,252,1568,484,.52066118,.48596939,1054,510,.48387095,.44
WARD # 1 #,3,1,1,67,6,0,0,2,99,961,1102,824,2846,1643,.50152159,.38721013,1155,278,.24069265,.41999999
206,3,1,1,67,6,0,1,3,99,909,1005,785,2399,1401,.56031406,.41892454,954,220,.23060797,1.01
WILSON N,3,1,1,64,1,0,1,2,60.1,1406,1321,1230,2375,2013,.61102831,.55621052,352,91,.25852272,.25
H19B,4,1,1,67,6,0,1,1,64,84,498,68,1187,167,.40718561,.41954508,982,430,.43788189,1.59
G55,3,1,1,67,6,0,1,3,56.2,1281,1496,1078,2739,1614,.66790581,.54618472,1082,418,.38632163,1.59
2-A ELIZAB,3,1,1,64,1,0,1,10,66.59999999999999,249,658,187,1916,606,.30858085,.34342381,1242,471,.37922704,.13
SALEM,3,1,1,64,1,0,1,6,53.9,277,877,246,1505,469,.52452028,.58272427,956,631,.66004187,.14
MAURY,3,1,1,64,1,0,0,1,50.9,409,915,317,3082,1613,.19652821,.29688513,1385,598,.43176895,.1
303,3,1,1,67,6,0,1,3,99,529,429,417,1261,1219,.34208366,.34020618,40,12,.30000001,1.01
ARCADIA #0,3,1,1,67,6,0,0,2,99,98,2563,74,3909,114,.64912283,.65566641,3645,2489,.68285322,.41999999
PCT 135,2,1,1,67,6,0,0,1,54.6,1156,2043,992,4891,1419,.69908386,.41770598,3151,1051,.33354491,1.9
WHITAKERS,3,1,1,64,1,0,1,1,66.7,527,609,423,1150,721,.58668518,.52956522,434,186,.42857143,.20999999
AURORA,3,1,1,64,1,0,1,10,66.59999999999999,428,750,340,1440,706,.4815864,.52083331,721,410,.56865466,.20999999
PCT 206,3,1,1,67,6,0,0,1,54.6,323,2466,257,4854,481,.53430355,.50803459,3968,2209,.55670363,1.9
G67,1,1,1,67,6,0,1,1,64,1144,814,786,2310,2259,.34794158,.35238096,49,28,.5714286,1.59
H7,3,1,1,67,6,0,1,1,64,738,668,577,2345,1758,.32821387,.28486142,565,91,.16106194,1.59
903,3,1,1,67,6,0,1,3,99,286,1746,236,3428,508,.46456692,.50933486,2793,1510,.54063731,1.01
SH1,3,1,1,64,1,0,1,6,53.9,654,962,547,2851,1540,.35519481,.33742547,1293,415,.320959,.16
H5,3,1,1,67,6,0,1,1,64,772,943,619,2987,1488,.41599461,.31570137,1443,324,.22453223,1.59
WILLIAMSTO,3,1,1,64,1,0,1,1,66.7,1976,3581,1492,7224,3337,.44710818,.49570873,3838,2089,.54429388,.13
GEORGE STR,3,1,1,64,1,0,1,2,51.7,562,1168,412,2353,1128,.36524823,.4963876,1226,756,.61663949,.27000001
205,3,1,1,67,6,0,1,3,99,463,411,391,937,836,.46770334,.43863395,96,20,.20833333,1.01
20 - FIRST,3,1,1,64,1,0,0,1,50.9,796,836,667,2065,1696,.3932783,.40484262,366,169,.46174863,.30000001
KINSTON-8,3,1,1,64,1,0,1,6,54.5,874,732,724,1423,1412,.51274788,.5144062,11,8,.72727275,.22
301,3,1,1,67,6,0,1,3,99,670,558,551,1648,1560,.35320511,.33859223,84,7,.083333336,1.01
GUMTREE #,3,1,1,67,6,0,0,2,99,25,1709,19,3369,45,.42222223,.50727218,3192,1690,.52944863,.41999999
EDWARD,3,1,1,64,1,0,1,10,66.59999999999999,290,584,229,1190,473,.48414376,.4907563,704,355,.50426137,.20999999
WARD # 4 #,3,1,1,67,6,0,0,2,99,137,762,118,2045,339,.3480826,.37261614,1638,644,.3931624,.41999999
ROBERSONVI,3,1,1,64,1,0,1,1,66.7,1054,1333,744,2970,1840,.40434784,.44882154,1116,589,.52777779,.13
P S JONES-,3,1,1,64,1,0,1,10,66.59999999999999,755,851,530,1551,990,.53535354,.54867828,551,321,.58257711,.20999999
WILSON Q,3,1,1,64,1,0,1,2,60.1,477,405,399,1125,984,.40548781,.36000001,137,6,.043795619,.25
MT. ULLA,3,1,1,67,6,0,0,1,60.2,37,658,31,1044,74,.41891891,.63026822,944,627,.66419494,.44
PCT 31,3,1,1,67,6,1,1,5,99,1467,1165,1128,2626,2557,.44114196,.44364053,62,37,.59677422,1.9
PCT 41,3,1,1,67,6,1,1,5,99,974,964,770,2923,2016,.38194445,.32979816,823,194,.23572296,1.9
PCT 81,3,1,1,67,6,1,1,5,99,1312,1876,1124,4359,1740,.64597702,.43037394,2377,752,.31636515,1.9
SCOTLAND N,3,1,1,64,1,1,1,1,84.09999999999999,1165,1462,900,3016,2103,.42796007,.48474801,934,562,.60171306,.30000001
CONOCONNAR,3,1,1,64,1,1,1,1,84.09999999999999,191,228,159,509,372,.42741936,.44793713,140,69,.49285713,.30000001
HOLLISTER,3,1,1,64,1,1,1,1,84.09999999999999,581,1008,471,2240,1052,.44771862,.44999999,1214,537,.44233936,.30000001
PRECINCT #,3,1,1,64,1,1,1,1,84.09999999999999,1765,4109,1443,8028,3103,.46503383,.51183361,4732,2666,.56339812,.050000001
BUTTERWOOD,3,1,1,64,1,1,1,1,84.09999999999999,96,191,85,414,217,.39170507,.46135265,201,106,.52736318,.30000001
RINGWOOD,3,1,1,64,1,1,1,1,84.09999999999999,658,651,549,1391,1174,.46763203,.46800864,222,102,.45945945,.30000001
MERRY HILL,3,1,1,64,1,1,1,1,84.09999999999999,337,468,259,735,432,.59953701,.63673466,306,209,.68300653,.12
ROANOKE RA,3,1,1,64,1,1,1,1,84.09999999999999,2427,7603,1941,17089,5057,.38382441,.44490609,12303,5662,.46021295,.30000001
ENFIELD 1,3,1,1,64,1,1,1,1,84.09999999999999,583,604,475,1398,1064,.44642857,.43204579,342,129,.37719297,.30000001
PCT 11,2,1,1,67,6,1,1,5,99,1073,2505,812,3829,1839,.44154432,.65421784,1806,1693,.9374308,1.9
GARYSBURG,3,1,1,64,1,1,1,1,84.09999999999999,991,882,789,1676,1489,.52988583,.52625299,191,93,.486911,.18000001
BRYANTVILL,3,1,1,64,1,1,1,1,84.09999999999999,293,273,231,657,572,.40384614,.41552511,83,42,.50602412,.13
YEOPIM,3,1,1,64,1,1,1,1,84.09999999999999,215,905,172,1583,375,.45866665,.57169932,1176,733,.6232993,.059999999
WARDVILLE,3,1,1,64,1,1,1,1,84.09999999999999,120,510,76,1043,189,.40211639,.48897412,831,434,.52226233,.059999999
ENFIELD 2,3,1,1,64,1,1,1,1,84.09999999999999,914,813,694,1799,1573,.44119516,.45191774,232,119,.51293105,.30000001
POTECASI,3,1,1,64,1,1,1,1,84.09999999999999,120,153,92,483,362,.25414366,.3167702,123,61,.49593496,.18000001
PCT 25,3,1,1,67,6,1,1,5,99,1725,1382,1350,2647,2543,.53086907,.52210051,94,32,.34042552,1.9
PLEASANT H,3,1,1,64,1,1,1,1,84.09999999999999,158,183,129,428,285,.45263159,.4275701,146,54,.369863,.18000001
PALMYRA,3,1,1,64,1,1,1,1,84.09999999999999,137,162,121,347,292,.41438356,.4668588,56,41,.73214287,.30000001
PCT 54,3,1,1,67,6,1,1,5,99,1766,1389,1343,3454,3229,.41591823,.40214244,204,46,.2254902,1.9
EAST HERTF,3,1,1,64,1,1,1,1,84.09999999999999,294,520,196,1044,481,.40748441,.49808428,546,324,.59340662,.07
BELVIDERE,3,1,1,64,1,1,1,1,84.09999999999999,120,392,94,712,168,.55952382,.55056179,528,298,.56439394,.07
ENFIELD 3,3,1,1,64,1,1,1,1,84.09999999999999,441,570,346,1160,780,.44358975,.49137932,388,224,.57731956,.30000001
PCT 24,3,1,1,67,6,1,1,5,99,944,935,723,2925,2157,.33518776,.31965813,697,212,.30416068,1.9
UNION,3,1,1,64,1,1,1,1,84.09999999999999,259,414,222,934,548,.40510949,.44325483,376,192,.5106383,.13
PCT 56,3,1,1,67,6,1,1,5,99,861,655,637,2167,1927,.33056563,.3022612,218,18,.082568809,1.9
PCT 200,3,1,1,67,6,1,1,5,99,192,772,157,2057,282,.5567376,.37530383,1611,615,.38175046,1.9
PCT 78,3,1,1,67,6,1,1,5,99,463,830,388,5576,2661,.14580984,.14885223,2646,442,.16704459,1.9
MURFREESBO,3,1,1,64,1,1,1,1,84.09999999999999,1391,1940,1051,4136,2396,.43864775,.46905223,1696,889,.52417451,.13
WELDON 2,3,1,1,64,1,1,1,1,84.09999999999999,223,303,170,616,356,.4775281,.49188313,266,133,.5,.30000001
PCT 55,3,1,1,67,6,1,1,5,99,1169,926,910,2163,1863,.48845947,.42810911,272,16,.05882353,1.9
PCT 138,3,1,1,67,6,1,1,5,99,597,1071,517,2551,787,.65692502,.41983536,1601,554,.34603372,1.9
PENDLETON,3,1,1,64,1,1,1,1,84.09999999999999,95,165,80,259,143,.55944055,.63706565,119,85,.71428573,.18000001
CREEKSVILL,3,1,1,64,1,1,1,1,84.09999999999999,160,398,135,596,228,.59210527,.66778523,376,263,.69946808,.18000001
AHOSKIE 3,3,1,1,64,1,1,1,1,84.09999999999999,844,681,645,1483,1326,.48642534,.45920432,153,36,.23529412,.13
GASTON,3,1,1,64,1,1,1,1,84.09999999999999,1101,1352,900,2819,1742,.51664752,.47960269,1100,452,.41090909,.18000001
WOODVILLE,3,1,1,64,1,1,1,1,84.09999999999999,545,522,417,1020,811,.51418,.51176471,210,105,.5,.12
PCT 77,3,1,1,67,6,1,1,5,99,1350,1170,1098,2525,2144,.51212686,.46336633,346,72,.20809248,1.9
WINDSOR 2,3,1,1,64,1,1,1,1,84.09999999999999,10,486,6,752,12,.5,.64627659,747,480,.64257026,.12
HARRELLSVI,3,1,1,64,1,1,1,1,84.09999999999999,288,475,231,1131,604,.38245034,.41998231,513,244,.47563353,.13
PCT 52,3,1,1,67,6,1,1,5,99,1797,1471,1409,2926,2783,.50628817,.50273412,130,62,.47692308,1.9
PCT 80,3,1,1,67,6,1,1,5,99,880,1587,748,3498,1062,.70433146,.45368782,2211,839,.3794663,1.9
PCT 39,3,1,1,67,6,1,1,5,99,1272,988,914,3750,2953,.30951574,.26346666,723,74,.10235132,1.9
PCT 210,3,1,1,67,6,1,1,5,99,2734,3031,2422,4219,3012,.80411685,.71841669,1095,609,.55616438,1.9
PCT 79,3,1,1,67,6,1,1,5,99,438,1024,381,2146,483,.78881985,.47716683,1510,643,.4258278,1.9
AHOSKIE 1,3,1,1,64,1,1,1,1,84.09999999999999,473,1044,385,2447,976,.3944672,.42664486,1434,659,.45955369,.13
EAST EDENT,3,1,1,64,1,1,1,1,84.09999999999999,566,1006,438,2532,1409,.31085876,.39731437,1093,568,.51967061,.059999999
BETHEL,3,1,1,64,1,1,1,1,84.09999999999999,187,1397,133,2334,385,.34545454,.59854329,1891,1264,.66842937,.07
SNAKEBITE,3,1,1,64,1,1,1,1,84.09999999999999,495,495,397,894,647,.61360121,.55369127,249,98,.3935743,.12
COMO,3,1,1,64,1,1,1,1,84.09999999999999,118,245,93,431,193,.48186529,.5684455,232,152,.65517241,.13
MILLENNIUM,3,1,1,64,1,1,1,1,84.09999999999999,49,300,43,553,87,.49425286,.54249549,454,257,.56607932,.13
ROSENEATH,3,1,1,64,1,1,1,1,84.09999999999999,102,207,93,474,215,.43255815,.43670887,265,114,.43018869,.30000001
MILWAUKEE,3,1,1,64,1,1,1,1,84.09999999999999,108,246,93,438,195,.47692308,.56164384,248,153,.61693549,.18000001
PCT 98,3,1,1,67,6,1,1,5,99,999,1073,743,5844,2254,.32963622,.18360712,3258,330,.10128913,1.9
ROCKY HOCK,3,1,1,64,1,1,1,1,84.09999999999999,23,823,15,1774,114,.13157895,.46392334,1616,808,.5,.059999999
WINTON,3,1,1,64,1,1,1,1,84.09999999999999,533,654,447,1459,1020,.43823528,.44825223,428,207,.48364487,.13
WEST HERTF,3,1,1,64,1,1,1,1,84.09999999999999,141,457,113,945,271,.41697416,.48359787,654,344,.52599388,.07
COLERAIN 2,3,1,1,64,1,1,1,1,84.09999999999999,664,757,487,1540,1001,.4865135,.49155843,544,270,.49632353,.12
PCT 40,3,1,1,67,6,1,1,5,99,1003,1156,809,3453,1916,.42223382,.33478135,1395,347,.24874552,1.9
HOBGOOD,3,1,1,64,1,1,1,1,84.09999999999999,170,244,129,603,327,.39449543,.40464345,283,115,.40636042,.30000001
PCT 23,3,1,1,67,6,1,1,5,99,801,823,610,2778,2013,.30303031,.2962563,694,213,.30691642,1.9
